appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,Sexual-content,corrected_owners,total_ratings,multiplayer
2870,X Rebirth,2013-11-15,1,Egosoft,Egosoft,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud,Action;Simulation,Space;Simulation;Sci-fi,69,2832,4032,1744,3386,200000-500000,24.99,0,350000.0,41.25874125874126,0
4230,RACE - The WTCC Game,2006-11-24,1,SimBin,SimBin,windows,0,Single-player;Multi-player,Racing,Racing;Simulation,0,119,43,0,0,200000-500000,25.99,0,350000.0,73.4567901234568,1
7200,Trackmania United Forever Star Edition,2008-04-16,1,Nadeo,Ubisoft,windows,0,Single-player;Multi-player;Includes level editor,Racing,Racing;Multiplayer;Level Editor,0,963,55,4774,4774,100000-200000,25.99,0,150000.0,94.59724950884086,1
21090,F.E.A.R.,2010-05-21,1,"Monolith Productions, Inc.;Timegate",Warner Bros. Interactive Entertainment,windows,18,Single-player,Action,Horror;FPS;Action,0,6371,438,389,498,1000000-2000000,35.96,0,1500000.0,93.56733734762814,0
24010,Train Simulator 2019,2015-09-17,1,Dovetail Games,Dovetail Games - Trains,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;In-App Purchases;Steam Cloud;Steam Leaderboards,Simulation,Simulation;Trains;Singleplayer,1165,8573,5336,287,385,1000000-2000000,34.99,0,1500000.0,61.63635056438277,0
41070,Serious Sam 3: BFE,2011-11-22,1,Croteam,Devolver Digital,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Indie,FPS;Action;Co-op,62,15574,1977,378,215,2000000-5000000,29.99,0,3500000.0,88.73568457637742,1
42700,Call of Duty®: Black Ops,2010-11-08,1,Treyarch,Activision,windows,18,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Valve Anti-Cheat enabled,Action,Action;FPS;Zombies,68,14201,1839,2672,517,2000000-5000000,29.99,0,3500000.0,88.53491271820448,1
47890,The Sims™ 3,2011-01-27,1,The Sims Studio,Electronic Arts,windows,0,Single-player,Simulation,Simulation;Character Customization;Sandbox,0,11679,2493,4730,499,2000000-5000000,24.99,0,3500000.0,82.40897544453853,0
48110,Silent Hunter 5®: Battle of the Atlantic,2010-03-01,1,Ubisoft Romania,Ubisoft,windows,0,Single-player;Multi-player;Co-op,Simulation,Simulation;World War II;Naval,0,516,752,1520,1520,100000-200000,25.99,0,150000.0,40.694006309148264,1
65980,Sid Meier's Civilization®: Beyond Earth™,2014-10-23,1,Firaxis Games;Aspyr (Mac);Aspyr (Linux),2K;Aspyr (Mac);Aspyr (Linux),windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Strategy,Strategy;Turn-Based Strategy;Sci-fi,90,9555,8224,932,1552,1000000-2000000,29.99,0,1500000.0,53.74318015636425,1
100980,3DCoat 4.8,2012-10-02,1,Pilgway,Pilgway,windows,0,Steam Cloud,Animation & Modeling,Animation & Modeling,0,75,5,0,0,0-20000,95.99,0,10000.0,93.75,0
105450,Age of Empires® III: Complete Collection,2012-01-05,1,Ensemble Studios,Microsoft Studios,windows,0,Single-player;Multi-player;Steam Trading Cards,Simulation;Strategy,Strategy;RTS;Base-Building,0,13759,1801,902,211,2000000-5000000,29.99,0,3500000.0,88.4254498714653,1
107410,Arma 3,2013-09-12,1,Bohemia Interactive,Bohemia Interactive,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Partial Controller Support;Steam Leaderboards;Includes level editor,Action;Simulation;Strategy,Simulation;Military;Multiplayer,104,105034,12524,18823,3621,2000000-5000000,29.99,0,3500000.0,89.34653532724272,1
202970,Call of Duty®: Black Ops II,2012-11-12,1,Treyarch,Activision,windows,18,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Action,Action;Multiplayer;FPS,35,25827,4658,524,400,2000000-5000000,39.99,0,3500000.0,84.72035427259308,1
203770,Crusader Kings II,2012-02-14,1,Paradox Development Studio,Paradox Interactive,windows;mac;linux,0,Single-player;Multi-player;Steam Trading Cards,RPG;Simulation;Strategy,Grand Strategy;Strategy;Medieval,161,31668,4187,1366,272,2000000-5000000,29.99,0,3500000.0,88.32240970575931,1
203830,The Dark Eye: Chains of Satinav,2012-06-22,1,Daedalic Entertainment,Daedalic Entertainment,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Point & Click;Fantasy,36,1279,199,290,566,200000-500000,26.99,0,350000.0,86.53585926928281,0
204880,Sins of a Solar Empire: Rebellion®,2012-06-12,1,Ironclad Games;Stardock Entertainment,Stardock Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Includes level editor,Indie;Strategy,Strategy;Space;RTS,68,8642,712,507,393,2000000-5000000,30.99,0,3500000.0,92.38828308744922,1
205190,Rocksmith™,2012-10-18,1,Ubisoft - San Francisco,Ubisoft,windows,0,Single-player;Shared/Split Screen;In-App Purchases,Casual;Simulation,Music;Simulation;Education,60,869,80,1371,1371,200000-500000,25.99,0,350000.0,91.57007376185459,0
209160,Call of Duty®: Ghosts,2014-03-25,1,Infinity Ward,Activision,windows,16,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Action,Dog;FPS;Action,40,14892,10757,266,307,1000000-2000000,39.99,0,1500000.0,58.060743108893135,1
209650,Call of Duty®: Advanced Warfare - Gold Edition,2014-11-03,1,Sledgehammer Games;Raven Software,Activision,windows,18,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Action,Dog;FPS;Action,45,13389,8379,250,267,500000-1000000,39.99,0,750000.0,61.507717750826906,1
210970,The Witness,2016-01-26,1,"Thekla, Inc.","Thekla, Inc.",windows;mac,0,Single-player;Steam Achievements;Captions available;Partial Controller Support;Steam Cloud,Adventure;Indie,Puzzle;Exploration;First-Person,2,6572,1282,630,674,500000-1000000,29.99,0,750000.0,83.67710720651897,0
213670,South Park™: The Stick of Truth™,2014-03-06,1,Obsidian Entertainment,Ubisoft,windows,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;RPG,RPG;Comedy;Adventure,50,35896,911,1045,628,2000000-5000000,25.99,0,3500000.0,97.52492732360693,0
214490,Alien: Isolation,2014-10-06,1,Creative Assembly;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,18,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action,Horror;Survival Horror;Sci-fi,50,24534,1958,563,720,1000000-2000000,29.99,0,1500000.0,92.60908953646384,0
214950,Total War™: ROME II - Emperor Edition,2013-09-02,1,CREATIVE ASSEMBLY,SEGA,windows;mac,0,Single-player;Multi-player;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Turn-Based Strategy;Historical,188,31864,13423,5760,1287,2000000-5000000,29.99,0,3500000.0,70.36014750369863,1
220200,Kerbal Space Program,2015-04-27,1,Squad,Private Division ,windows;mac;linux,0,Single-player;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud,Indie;Simulation,Space;Simulation;Sandbox,0,49328,5168,9223,351,2000000-5000000,29.99,0,3500000.0,90.51673517322372,0
220700,RPG Maker VX Ace,2012-12-10,1,KADOKAWA,Degica,windows,0,Steam Trading Cards;Steam Workshop,Design & Illustration;Web Publishing,Game Development;RPG;RPGMaker,0,3372,210,405,465,500000-1000000,52.99,0,750000.0,94.13735343383584,0
221100,DayZ,2018-12-13,1,Bohemia Interactive,Bohemia Interactive,windows,18,Multi-player;Online Multi-Player;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled,Action;Adventure;Massively Multiplayer,Survival;Zombies;Open World,0,118435,77169,7235,2798,2000000-5000000,33.99,0,3500000.0,60.548352794421376,1
221680,Rocksmith® 2014 Edition - Remastered,2016-10-04,1,Ubisoft - San Francisco,Ubisoft,windows;mac,0,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Steam Cloud;Steam Leaderboards,Casual;Simulation,Music;Education;Simulation,47,8228,789,6704,7089,500000-1000000,25.99,0,750000.0,91.24986137296219,0
223100,Homefront®: The Revolution,2016-05-19,1,Dambuster Studios,Deep Silver,windows,18,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Stats,Violent;Action;Adventure,Action;FPS;Open World,74,6396,5102,408,484,500000-1000000,24.99,0,750000.0,55.62706557662202,0
228380,Wreckfest,2018-06-14,1,Bugbear,THQ Nordic,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Workshop;Partial Controller Support;Stats;Steam Leaderboards,Action;Indie;Racing;Simulation;Sports,Racing;Destruction;Simulation,0,8834,2486,778,1135,500000-1000000,38.99,0,750000.0,78.03886925795052,1
232890,Stronghold Crusader 2,2014-09-22,1,FireFly Studios,FireFly Studios,windows,0,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Simulation;Strategy,Strategy;Medieval;RTS,81,4280,2786,259,233,500000-1000000,24.99,0,750000.0,60.571752052080384,0
233130,Shadow Warrior,2013-09-26,1,Flying Wild Hog,Devolver Digital,windows;mac;linux,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action;Adventure,Action;FPS;Swordplay,92,18716,1426,319,227,2000000-5000000,29.99,0,3500000.0,92.92026611061463,0
234270,Ken Follett's The Pillars of the Earth,2017-08-15,1,Daedalic Entertainment,Daedalic Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Point & Click;Choices Matter;Medieval,41,1320,99,101,173,50000-100000,26.99,0,75000.0,93.02325581395348,0
236150,Starpoint Gemini 2,2014-09-26,1,Little Green Men Games,Iceberg Interactive,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud,Action;RPG;Simulation,Space;Simulation;RPG,52,2604,1126,326,292,500000-1000000,26.99,0,750000.0,69.81233243967829,0
236430,DARK SOULS™ II,2014-04-25,1,"FromSoftware, Inc","BANDAI NAMCO Entertainment;FromSoftware, Inc",windows,16,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support,Action;RPG,RPG;Dark Fantasy;Difficult,38,30008,3799,2377,3041,1000000-2000000,29.99,0,1500000.0,88.76268228473393,1
236850,Europa Universalis IV,2013-08-13,1,Paradox Development Studio,Paradox Interactive,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Simulation;Strategy,Grand Strategy;Strategy;Historical,295,40346,8254,8138,4572,1000000-2000000,34.99,0,1500000.0,83.0164609053498,1
239140,Dying Light,2015-01-26,1,Techland,Techland Publishing,windows;mac;linux,18,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor,Action;RPG,Zombies;Survival;Open World,68,78192,6176,2033,1299,2000000-5000000,24.99,0,3500000.0,92.6796889816044,1
239250,Castlevania: Lords of Shadow 2,2014-02-25,1,MercurySteam,Konami Digital Entertainment,windows,16,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure,Action;Adventure;Vampire,56,2390,479,732,732,200000-500000,24.99,0,350000.0,83.30428720808644,0
239720,PAC-MAN™ and the Ghostly Adventures,2014-03-06,1,NAMCO BANDAI Games,BANDAI NAMCO Entertainment,windows,0,Single-player;Shared/Split Screen;Steam Achievements,Action,Action;Platformer;3D Platformer,25,126,33,0,0,0-20000,29.99,0,10000.0,79.24528301886792,0
241000,Jon Shafer's At the Gates,2019-01-23,1,Conifer Games,Conifer Games,windows;mac;linux,0,Single-player,Indie;Strategy,Strategy;Indie;4X,0,148,139,0,0,0-20000,24.99,0,10000.0,51.56794425087108,0
241560,The Crew™,2014-12-19,1,Ivory Tower in collaboration with Ubisoft Reflections,Ubisoft,windows,0,Single-player;Multi-player;MMO;In-App Purchases;Partial Controller Support,Action;Massively Multiplayer;Racing,Racing;Open World;Multiplayer,0,9479,4636,657,725,200000-500000,25.99,0,350000.0,67.15550832447751,1
242640,Styx: Master of Shadows,2014-10-07,1,Cyanide Studio,Focus Home Interactive,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Stealth;Fantasy;Singleplayer,33,4506,962,243,248,500000-1000000,24.99,0,750000.0,82.40673006583759,0
243200,Memoria,2013-08-29,1,Daedalic Entertainment,Daedalic Entertainment,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Point & Click;Fantasy,31,1352,136,168,250,200000-500000,26.99,0,350000.0,90.86021505376344,0
243470,Watch_Dogs™,2014-05-26,1,Ubisoft,Ubisoft,windows,0,Single-player;Multi-player;Steam Trading Cards;Partial Controller Support,Action;Adventure,Open World;Hacking;Action,0,15159,7383,1176,1343,500000-1000000,25.99,0,750000.0,67.24780409901517,1
243950,Divinity: Dragon Commander,2013-08-06,1,Larian Studios,Larian Studios,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;RPG;Strategy,Strategy;RPG;Dragons,100,1274,431,430,686,200000-500000,29.99,0,350000.0,74.72140762463343,1
244160,Homeworld Remastered Collection,2015-02-25,1,Gearbox Software;Aspyr (Mac),Gearbox Publishing;Aspyr (Mac),windows;mac,0,Single-player;Multi-player;Steam Achievements;Steam Workshop;Steam Cloud,Simulation;Strategy,Space;Strategy;RTS,34,5377,827,353,419,500000-1000000,26.99,0,750000.0,86.66989039329465,1
248170,Clickteam Fusion 2.5,2013-12-05,1,Clickteam,Clickteam,windows,0,Single-player;Multi-player;MMO;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Leaderboards,Animation & Modeling;Education;Utilities;Web Publishing,Game Development;Animation & Modeling;Web Publishing,0,616,71,0,0,100000-200000,69.99,0,150000.0,89.66521106259097,1
249650,Blackguards,2014-01-22,1,Daedalic Entertainment,Daedalic Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;RPG;Strategy,RPG;Turn-Based;Strategy,45,1669,1050,174,232,500000-1000000,26.99,0,750000.0,61.38286134608312,0
251060,Wargame: Red Dragon,2014-04-17,1,Eugen Systems,Focus Home Interactive,windows;mac;linux,0,Single-player;Multi-player;Steam Trading Cards;Steam Cloud,Strategy,Strategy;RTS;Military,0,7949,1137,1702,2288,500000-1000000,24.99,0,750000.0,87.48624257098834,1
251810,Leadwerks Game Engine,2014-01-06,1,Leadwerks Software,Leadwerks Software,windows,0,Single-player;Steam Achievements;Steam Workshop;In-App Purchases;Partial Controller Support;Includes level editor,Animation & Modeling;Design & Illustration;Education;Software Training;Utilities,Animation & Modeling;Game Development;Design & Illustration,3,211,77,0,0,20000-50000,78.99,0,35000.0,73.26388888888889,0
252490,Rust,2018-02-08,1,Facepunch Studios,Facepunch Studios,windows;mac,18,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases;Valve Anti-Cheat enabled;Stats,Action;Adventure;Indie;Massively Multiplayer;RPG,Survival;Crafting;Multiplayer,48,220370,53709,9352,2234,5000000-10000000,27.79,0,7500000.0,80.40382517449348,1
252530,OMSI 2: Steam Edition,2013-12-11,1,MR-Software GbR,Aerosoft GmbH,windows,0,Single-player;Full controller support;Includes level editor,Casual;Simulation,Simulation;Driving;Realistic,0,2717,803,7999,7999,100000-200000,27.11,0,150000.0,77.1875,0
252690,Fantasy Grounds,2014-05-09,1,"SmiteWorks USA, LLC","SmiteWorks USA, LLC",windows;mac,0,Multi-player;Co-op;Cross-Platform Multiplayer,Indie;RPG;Strategy,RPG;Strategy;Software,0,377,100,43074,86148,20000-50000,29.99,0,35000.0,79.03563941299791,1
255220,GRID Autosport,2014-06-26,1,Codemasters Racing;Feral Interactive (Mac);Feral Interactive (Linux),Codemasters;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,0,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Racing;Sports,Racing;Sports;Simulation,60,4969,1610,228,417,500000-1000000,24.99,0,750000.0,75.5281957744338,1
256030,Shadows: Heretic Kingdoms,2014-11-20,1,Games Farm,Kalypso Media Digital,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats,Indie;RPG,RPG;Hack and Slash;Story Rich,18,227,135,0,0,20000-50000,29.99,0,35000.0,62.70718232044199,0
256330,WRC 4 FIA World Rally Championship,2013-10-25,1,Milestone S.r.l.,Plug In Digital;Bigben Interactive,windows,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud,Racing,Racing;Simulation;Offroad,50,557,315,0,0,50000-100000,24.99,0,75000.0,63.87614678899083,1
257510,The Talos Principle,2014-12-11,1,Croteam,Devolver Digital;Croteam,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Adventure;Indie,Puzzle;First-Person;Sci-fi,40,17237,785,230,186,1000000-2000000,29.99,0,1500000.0,95.64421262900899,0
259060,Dominions 4: Thrones of Ascension,2013-12-05,1,Illwinter Game Design,Illwinter Game Design,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer,Indie;Strategy,Strategy;Turn-Based Strategy;Indie,0,1208,113,74,74,50000-100000,26.99,0,75000.0,91.44587433762301,1
261470,Distant Worlds: Universe,2014-05-23,1,Code Force,Slitherine Ltd.,windows,0,Single-player;Steam Achievements,Simulation;Strategy,Strategy;4X;Space,54,885,267,209,209,50000-100000,44.98,0,75000.0,76.82291666666666,0
261640,Borderlands: The Pre-Sequel,2014-10-16,1,2K Australia;Gearbox Software;Aspyr (Mac);Aspyr (Linux),2K;Aspyr (Mac);Aspyr (Linux),windows;mac;linux,18,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG,Co-op;Action;FPS,63,16909,5076,1661,886,2000000-5000000,29.99,0,3500000.0,76.91153058903798,0
262490,Manga Maker Comipo,2014-03-07,1,ComiPo! LLP,Degica,windows,0,Single-player,Animation & Modeling;Design & Illustration;Web Publishing,Anime;Design & Illustration;Animation & Modeling,0,424,130,129,129,20000-50000,29.99,0,35000.0,76.53429602888086,0
265550,Dead Rising 3 Apocalypse Edition,2014-09-05,1,Capcom Game Studio Vancouver,Capcom,windows,18,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,Action,Zombies;Action;Open World,88,7251,3060,596,522,500000-1000000,24.99,0,750000.0,70.32295606633691,1
268500,XCOM® 2,2016-02-04,1,Firaxis Games;Feral Interactive (Mac);Feral Interactive (Linux),2K;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Strategy,Strategy;Turn-Based;Tactical,88,28774,7018,1891,1985,1000000-2000000,34.99,0,1500000.0,80.39226642825213,1
268890,Masters of the World - Geopolitical Simulator 3,2014-02-05,1,Eversim,Eversim,windows;mac,0,Single-player;Multi-player,Simulation,Simulation;Strategy;Politics,0,222,284,0,0,0-20000,26.99,0,10000.0,43.873517786561266,1
269950,X-Plane 11,2017-03-30,1,Laminar Research,Laminar Research,windows;mac;linux,0,Single-player;Local Multi-Player;Partial Controller Support;Includes level editor,Simulation,Simulation;Flight;Realistic,0,2033,443,44169,44169,100000-200000,54.99,0,150000.0,82.10823909531503,0
270830,Global ATC Simulator,2014-11-10,1,Robert Miroszewski,Aerosoft GmbH,windows,0,Single-player;Multi-player,Simulation,Simulation,0,28,25,0,0,0-20000,27.0,0,10000.0,52.83018867924528,1
271590,Grand Theft Auto V,2015-04-13,1,Rockstar North,Rockstar Games,windows,18,Single-player;Multi-player;Steam Achievements;Full controller support,Action;Adventure,Open World;Action;Multiplayer,77,329061,139308,9837,4834,10000000-20000000,24.99,0,15000000.0,70.25678471461603,1
272270,Torment: Tides of Numenera,2017-02-27,1,inXile Entertainment,inXile Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Adventure;Indie;RPG;Strategy,RPG;Story Rich;Isometric,52,2092,955,314,455,100000-200000,34.99,0,150000.0,68.6576960945192,0
275850,No Man's Sky,2016-08-12,1,Hello Games,Hello Games,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure,Open World;Space;Exploration,27,63444,56488,2004,1222,1000000-2000000,39.99,0,1500000.0,52.89997665343695,1
276750,Fritz Chess 14,2014-09-22,1,ChessBase,Viva Media,windows,0,Single-player;Multi-player,Strategy,Chess;Strategy;Board Game,0,54,23,0,0,0-20000,29.99,0,10000.0,70.12987012987013,1
276810,Mordheim: City of the Damned,2015-11-19,1,Rogue Factor,Focus Home Interactive,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG;Strategy,Tactical;Games Workshop;Turn-Based,109,3596,1614,1441,1441,200000-500000,29.99,0,350000.0,69.021113243762,1
278080,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition / 真・三國無双７ with 猛将伝,2014-05-13,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Action,Hack and Slash;Action;Historical,44,4596,1091,200,356,200000-500000,39.99,0,350000.0,80.81589590293652,0
278550,A-Train 9 V4.0 : Japan Rail Simulator,2015-10-21,1,ARTDINK,Degica,windows,0,Single-player;Steam Trading Cards;Includes level editor,Simulation,Simulation;Trains;Economy,0,47,16,0,0,0-20000,44.99,0,10000.0,74.60317460317461,0
279940,The Book of Unwritten Tales 2,2015-02-19,1,KING Art,THQ Nordic,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure,Adventure;Point & Click;Comedy,51,562,47,0,0,50000-100000,24.99,0,75000.0,92.28243021346469,0
281610,Homeworld: Deserts of Kharak,2016-01-20,1,Blackbird Interactive,Gearbox Publishing,windows;mac,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Strategy,Strategy;RTS;Sci-fi,48,2734,743,26,26,200000-500000,29.99,0,350000.0,78.63100373885533,1
281990,Stellaris,2016-05-09,1,Paradox Development Studio,Paradox Interactive,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Simulation;Strategy,Space;Strategy;Grand Strategy,95,35327,10036,2729,1563,2000000-5000000,34.99,0,3500000.0,77.87624275290435,1
282050,MX vs. ATV Supercross Encore,2015-10-27,1,Rainbow Studios;THQ Nordic,THQ Nordic,windows,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Racing;Simulation;Sports,Racing;Sports;Motocross,29,282,280,0,0,20000-50000,24.99,0,35000.0,50.177935943060504,1
285190,"Warhammer 40,000: Dawn of War III",2017-04-27,1,Relic Entertainment;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,0,Single-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor,Violent;Gore;Action;Simulation;Strategy,Warhammer 40K;Strategy;RTS,84,6793,8336,704,817,500000-1000000,29.99,0,750000.0,44.90052217595347,0
286570,F1 2015,2015-07-09,1,Codemasters;Feral Interactive (Linux),Codemasters;Feral Interactive (Linux),windows;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Racing;Sports,Racing;Sports;Simulation,45,3834,2720,305,372,2000000-5000000,29.99,0,3500000.0,58.49862679279829,1
287630,The Council,2018-03-13,1,Big Bad Wolf,Focus Home Interactive,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;RPG,Choices Matter;Adventure;RPG,42,1196,218,0,0,50000-100000,25.99,0,75000.0,84.58274398868458,0
287700,METAL GEAR SOLID V: THE PHANTOM PAIN,2015-09-01,1,Konami Digital Entertainment,Konami Digital Entertainment,windows,18,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,Action;Adventure,Stealth;Open World;Story Rich,42,38643,4954,3007,2478,1000000-2000000,24.99,0,1500000.0,88.63683280959698,1
288140,Jack Nicklaus Perfect Golf,2016-05-03,1,PERFECT PARALLEL,"Perfect.Golf, Inc.",windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Workshop;In-App Purchases;Steam Cloud;Includes level editor,Indie;Simulation;Sports;Strategy,Golf;Simulation;Sports,28,410,264,0,0,20000-50000,26.99,0,35000.0,60.83086053412463,1
288470,Fable Anniversary,2014-09-12,1,Lionhead Studios,Microsoft Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,RPG,RPG;Classic;Adventure,50,4036,1119,708,1052,500000-1000000,26.99,0,750000.0,78.2929194956353,0
289070,Sid Meier’s Civilization® VI,2016-10-20,1,Firaxis Games;Aspyr (Mac);Aspyr (Linux),2K;Aspyr (Mac);Aspyr (Linux),windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop,Strategy,Strategy;Turn-Based Strategy;Historical,241,39127,18325,3371,2390,2000000-5000000,49.99,0,3500000.0,68.10380839657452,1
289650,Assassin's Creed® Unity,2014-12-19,1,Ubisoft,Ubisoft,windows,0,Single-player;Multi-player;Co-op;In-App Purchases;Partial Controller Support,Action;Adventure,Open World;Parkour;Assassin,0,12350,7354,1686,1790,500000-1000000,25.99,0,750000.0,62.67762890783597,1
292030,The Witcher® 3: Wild Hunt,2015-05-18,1,CD PROJEKT RED,CD PROJEKT RED,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG,Open World;RPG;Story Rich,78,202930,4798,3068,2002,5000000-10000000,24.99,0,7500000.0,97.69024878687515,0
292730,Call of Duty®: Infinite Warfare,2016-11-03,1,Infinity Ward,Activision,windows,18,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support;Valve Anti-Cheat enabled,Action;Adventure,Action;FPS;Multiplayer,88,7821,10570,3609,3890,500000-1000000,39.99,0,750000.0,42.526235658746124,0
